metric_group,old_mean_dice,old_mean_iou,improved_mean_dice,improved_mean_iou,dice_change,iou_change
class_0,0.9973419255873244,0.9947320083039226,0.9981256229911654,0.9962718965692328,0.0007836974038409883,0.001539888265310152
class_1,0.10585271028502,0.0676426937842493,0.2526430284656111,0.18328647327309575,0.1467903181805911,0.11564377948884645
class_2,0.4217615738646215,0.3290566365937865,0.48262897596786136,0.38313428612302736,0.060867402103239876,0.05407764952924088
class_3,0.0330664830929846,0.0186642323332869,0.26827532652513136,0.184968801487494,0.23520884343214676,0.1663045691542071
tumor_classes_1_2_3_all_test_slices,0.2408793775643157,0.1860930082761996,0.3431395590474202,0.26548315622096524,0.1022601814831045,0.07939014794476565
tumor_classes_1_2_3_tumor_slices_only,0.2671065108194204,0.2063549589871603,0.39170227368105176,0.30305556891362656,0.12459576286163138,0.09670060992646626
