num_test_patients,patch_size,stride,condition,mean_whole_tumor_dice,std_whole_tumor_dice,mean_whole_tumor_iou,std_whole_tumor_iou,mean_dice_class_1,mean_dice_class_2,mean_dice_class_3,mean_iou_class_1,mean_iou_class_2,mean_iou_class_3,mean_true_tumor_voxels,mean_pred_tumor_voxels,total_elapsed_minutes
3,"(96, 96, 96)","(64, 64, 64)",clean,0.8517767406161441,0.035712312348655545,0.742949213326629,0.054394210316557834,0.5204534368831815,0.8498133328939622,0.7012799284656644,0.3598023479109032,0.7401523572296557,0.5498667719949913,151568.33333333334,140792.33333333334,0.06629350582758585
