num_test_patients,patch_size,stride,condition,mean_whole_tumor_dice,std_whole_tumor_dice,mean_whole_tumor_iou,std_whole_tumor_iou,mean_tumor_core_dice,std_tumor_core_dice,mean_tumor_core_iou,std_tumor_core_iou,mean_enhancing_tumor_dice,std_enhancing_tumor_dice,mean_enhancing_tumor_iou,std_enhancing_tumor_iou,mean_macro_dice,mean_dice_class_1,mean_dice_class_2,mean_dice_class_3,mean_iou_class_1,mean_iou_class_2,mean_iou_class_3,mean_true_tumor_voxels,mean_pred_tumor_voxels,total_elapsed_minutes
74,"(96, 96, 96)","(64, 64, 64)",clean,0.7628045228832854,0.15324747700637179,0.6378957288816703,0.1762164259334626,0.6530633897204933,0.20729540311727843,0.5170031121709141,0.21398383444596414,0.5894374407312148,0.2590085902979196,0.4607986898515172,0.24003208050212166,0.6684351177783312,0.48354492325389486,0.6426972860237756,0.5894374407312148,0.3583537276664718,0.5074429001143964,0.4607986898515172,99706.22972972973,116467.6081081081,1.5876511494318644
