artifact,report_artifact,level,condition,parameters,degradation_pipeline,num_patients,dice_WT_mean,dice_WT_sd,dice_WT_drop_mean,dice_WT_drop_sd,iou_WT_mean,iou_WT_sd,iou_WT_drop_mean,iou_WT_drop_sd,dice_TC_mean,dice_TC_sd,dice_TC_drop_mean,dice_TC_drop_sd,iou_TC_mean,iou_TC_sd,iou_TC_drop_mean,iou_TC_drop_sd,dice_ET_mean,dice_ET_sd,dice_ET_drop_mean,dice_ET_drop_sd,iou_ET_mean,iou_ET_sd,iou_ET_drop_mean,iou_ET_drop_sd,pred_WT_voxels_mean,true_WT_voxels_mean,pred_WT_voxels_change_mean,inference_seconds_mean,degradation_seconds_mean,mse_mean,mse_std,mse_median,psnr_mean,psnr_std,psnr_median,n_measurements,n_patients,dice_threshold_crossed,iou_threshold_crossed,break_threshold_crossed
contrast,Contrast reduction,1,contrast_L1,"{""factor"": 0.9}",script26a_restored_original_range,74,0.895793138747133,0.068272406852635,0.0003580231547118,0.0143764346197945,0.8174686151946233,0.1024544799508282,0.0010878193357346,0.0203830336095045,0.8464851259085058,0.1447169638302154,0.0004726333932882,0.0428908156141178,0.756230981830593,0.1827606105156708,3.579340596118602e-05,0.0486420613236141,0.7402824645264277,0.2640850727893509,0.0014209543660038,0.0220164987480829,0.641690471969929,0.2656444758066265,0.0021026436872618,0.0253842730798784,99518.32432432432,99706.22972972972,1836.891891891892,2.906319948970466,0.9658617343803918,0.0005661220403035,0.0002277931472755,0.0005275547446217,32.816209611913315,1.747349274611283,32.777327114013445,296,74,False,False,False
contrast,Contrast reduction,2,contrast_L2,"{""factor"": 0.75}",script26a_restored_original_range,74,0.8958009915228315,0.0682656674950724,0.0003501703790132,0.0143783502575574,0.8174803770494906,0.1024455074162119,0.0010760574808673,0.0203845428526165,0.84649250444858,0.1447128323203704,0.000465254853214,0.0428866640768341,0.75624110018741,0.1827564131435869,2.567504914430102e-05,0.0486405220871005,0.7402860397719203,0.2640874942467569,0.0014173791205111,0.0220328699530678,0.6416958627255751,0.2656452047987363,0.0020972529316157,0.025401524958078,99518.5945945946,99706.22972972972,1837.162162162162,2.8977927319655143,0.9762787017216152,0.0035381966822692,0.0014236405583542,0.0032972163753584,24.857468484030832,1.7472922189573026,24.81852799326184,296,74,False,False,False
contrast,Contrast reduction,3,contrast_L3,"{""factor"": 0.6}",script26a_restored_original_range,74,0.8957997353051607,0.0682651505449337,0.000351426596684,0.0143783034473211,0.8174781946379176,0.10244436601561,0.0010782398924401,0.0203850034706376,0.8464901365725053,0.1447251346036581,0.0004676227292888,0.0429142524204446,0.7562409744025862,0.182769467179954,2.580083396791049e-05,0.0486603917674396,0.7402833425020846,0.2640879513250405,0.0014200763903468,0.0220221032865594,0.6416930449248778,0.2656485497936708,0.0021000707323131,0.0253882450356749,99518.45945945944,99706.22972972972,1837.027027027027,2.90012438338552,0.974703233865266,0.0090577541834775,0.0036444830628018,0.008440903853625,20.775077460918634,1.7472779697435457,20.73611292026487,296,74,False,False,False
contrast,Contrast reduction,4,contrast_L4,"{""factor"": 0.45}",script26a_restored_original_range,74,0.8957952761046146,0.0682679066381635,0.0003558857972302,0.0143808946000393,0.8174713635742399,0.1024485566920341,0.001085070956118,0.0203897743044,0.846486632549512,0.1447256481453959,0.000471126752282,0.0429125568144727,0.7562356393573118,0.1827687164378486,3.113587924250283e-05,0.0486606591724873,0.7402846181128345,0.2640850393969267,0.0014188007795969,0.0220222776304005,0.6416934310713253,0.2656453627694547,0.0020996845858655,0.0253928984147198,99519.08108108108,99706.22972972972,1837.6486486486488,2.9161760758709265,0.9678237621445912,0.0171247884108861,0.006890318356165,0.0159585606306791,18.009028807335017,1.7472741442473476,17.97006527561559,296,74,False,False,False
contrast,Contrast reduction,5,contrast_L5,"{""factor"": 0.3}",script26a_restored_original_range,74,0.8957971495555109,0.0682677508948571,0.000354012346334,0.0143830628554141,0.8174743961919573,0.1024480752773002,0.0010820383384007,0.0203926592468556,0.8464871241762173,0.1447234160765101,0.0004706351255766,0.0429134805490432,0.7562356487744527,0.1827656110307611,3.112646210158141e-05,0.0486595882888165,0.7402779446594056,0.2640854595314325,0.0014254742330258,0.0220242617180163,0.6416847091061134,0.2656448913054085,0.0021084065510773,0.0253975512387553,99518.7837837838,99706.22972972972,1837.3513513513512,2.9186333295561977,0.9704025987586056,0.0277393036836607,0.0111611466011393,0.0258502895012497,15.914324040444995,1.74727077842524,15.875348343802,296,74,False,False,False
contrast,Contrast reduction,6,contrast_L6,"{""factor"": 0.2}",script29a_saved_normalized_01,74,0.8957969063550049,0.0682674602545388,0.0003542555468398,0.0143819532252726,0.817473873098255,0.1024464986568686,0.0010825614321028,0.0203910632015835,0.8464881628148643,0.1447156721756761,0.0004695964869297,0.0428969879020027,0.7562352123244985,0.1827588700901055,3.156291205563897e-05,0.0486482379857249,0.7402829141571241,0.2640862865853156,0.0014205047353073,0.0220374885473204,0.6416918684506789,0.2656475742771454,0.002101247206512,0.0254137992296116,99519.1081081081,99706.22972972972,1837.675675675676,2.8915699515995144,0.7205586674799388,0.023158254177385,0.0068029933867879,0.0223300093784928,16.542186536699425,1.2969410692824834,16.51111108412195,296,74,False,False,False
contrast,Contrast reduction,7,contrast_L7,"{""factor"": 0.15}",script29a_saved_normalized_01,74,0.8957942924226395,0.0682712818972532,0.0003568694792054,0.014382078628913,0.8174702981010284,0.1024527130418066,0.0010861364293294,0.0203915390204096,0.8464848046905703,0.1447226297205387,0.0004729546112237,0.0429031216636473,0.7562320398397971,0.1827658974991934,3.473539675704659e-05,0.0486515978631718,0.7402781732105621,0.2640872508715193,0.0014252456818692,0.0220242452168585,0.6416859420283991,0.2656475649002798,0.0021071736287917,0.0253894314297759,99518.75675675676,99706.22972972972,1837.3243243243244,2.852078686720012,0.7158649396151304,0.026143571009507,0.0076800490696149,0.0252084741368889,16.015599128117614,1.296951923212936,15.98453455167681,296,74,False,False,False
contrast,Contrast reduction,8,contrast_L8,"{""factor"": 0.1}",script29a_saved_normalized_01,74,0.8957963437495627,0.0682678787427413,0.0003548181522821,0.0143782915180057,0.8174730427832984,0.1024474773651057,0.0010833917470595,0.0203856027579383,0.846485416348193,0.1447207774646565,0.000472342953601,0.042904345911164,0.7562325377056517,0.1827646861681801,3.423753090261544e-05,0.0486523597654499,0.7402757619479455,0.2640837319686011,0.0014276569444858,0.0220306720772317,0.6416808506801808,0.2656414892355727,0.0021122649770101,0.025397770715298,99518.7972972973,99706.22972972972,1837.3648648648648,2.8612017550983944,0.7192142223435882,0.0293098142735559,0.0086102703034942,0.0282614277675747,15.519120820420303,1.2969618680829686,15.488059153063874,296,74,False,False,False
contrast,Contrast reduction,9,contrast_L9,"{""factor"": 0.05}",script29a_saved_normalized_01,74,0.895794426868066,0.0682685294871703,0.0003567350337789,0.014379848641069,0.8174701053032112,0.1024499514151644,0.0010863292271468,0.0203862976147006,0.8464878982966189,0.1447175614056783,0.0004698610051752,0.0428807819768535,0.7562354644168799,0.1827617356945317,3.131081967424276e-05,0.0486315716618908,0.7402791074425719,0.2640844357727834,0.0014243114498594,0.0220191067103485,0.6416857047043625,0.2656432198717187,0.0021074109528284,0.0253835897032437,99519.0945945946,99706.22972972972,1837.662162162162,2.849912294463532,0.712922575732542,0.0326569927604617,0.0095936579839719,0.0314887911081314,15.049492726307228,1.296971585396929,15.01844026065789,296,74,False,False,False
contrast,Contrast reduction,10,contrast_L10,"{""factor"": 0.02}",script29a_saved_normalized_01,74,0.8957954510260382,0.0682685999189656,0.0003557108758067,0.0143816678568627,0.8174717844214715,0.1024497673706846,0.0010846501088864,0.0203900313670814,0.8464883906973147,0.1447187517708116,0.0004693686044792,0.0429035511767125,0.7562363779248026,0.1827616047804549,3.039731175174712e-05,0.048651603310942,0.7402759966499368,0.2640836292665574,0.0014274222424946,0.022030795497672,0.6416813119557755,0.2656426717877692,0.0021118037014155,0.0254022913023318,99518.7027027027,99706.22972972972,1837.2702702702704,2.8832144193300926,0.717979930920174,0.0347521447897511,0.0102092046951315,0.0335089452564716,14.77944004158791,1.2969762212019522,14.748392558390956,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,1,ringing_L1,"{""keep_fraction"": 0.85}",script26a_restored_original_range,74,0.895619620367657,0.0678477059020353,0.0005315415341879,0.0167281958888749,0.8171325011213777,0.102211646662422,0.0014239334089802,0.0234669091308478,0.8474691912308974,0.1431621925447581,-0.0005114319291032,0.0474756798867347,0.7572892424060719,0.1811381570314376,-0.0010224671695176,0.0529593716407753,0.7402236997604189,0.2634031502536891,0.0014797191320124,0.0255475861705417,0.6413085855107499,0.2648669254461583,0.0024845301464409,0.0287871673718934,99770.66216216216,99706.22972972972,2089.2297297297296,3.000891612565799,2.260722413004653,0.0003418561236439,0.0001784202727152,0.0003016821283381,35.28831250580274,2.4760358688215325,35.20451979124273,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,2,ringing_L2,"{""keep_fraction"": 0.75}",script26a_restored_original_range,74,0.8950919347755893,0.0681215629553366,0.0010592271262555,0.0187313065674614,0.8163231119091426,0.1027379307950063,0.0022333226212152,0.0263469963431652,0.8471540259811423,0.1429912052058407,-0.0001962666793481,0.050944403401612,0.7567273092027892,0.1807071482825365,-0.0004605339662349,0.0563988609914826,0.7389982353975288,0.2629772926405553,0.0027051834949026,0.0270613249836641,0.6394945601196956,0.2642273256627126,0.0042985555374951,0.0305642452171891,100152.12162162164,99706.22972972972,2470.689189189189,2.9958201553169133,2.241264700537195,0.0006416257373702,0.0003329922125449,0.0005880426615476,32.531174560682445,2.408699703134331,32.30591208653881,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,3,ringing_L3,"{""keep_fraction"": 0.65}",script26a_restored_original_range,74,0.8938583408615499,0.0692708982359049,0.0022928210402949,0.0214278663789919,0.8145040273388883,0.1043593147613706,0.0040524071914696,0.0302905060824307,0.8458268884594986,0.143819593521297,0.0011308708422955,0.0551758742965723,0.7548967298094914,0.1812433330125737,0.0013700454270628,0.0606274678424485,0.7363729768491851,0.2625128727358102,0.0053304420432462,0.0289275129964575,0.635832668703026,0.2634445721399073,0.0079604469541649,0.0328323221740779,100783.87837837836,99706.22972972972,3102.445945945946,2.986216512156298,2.235906646712809,0.0010576432850447,0.0005324429159944,0.0009799502440728,30.32103175277614,2.3128329993220045,30.087972978245595,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,4,ringing_L4,"{""keep_fraction"": 0.55}",script26a_restored_original_range,74,0.8918640153204446,0.070930997632139,0.0042871465814003,0.0244702667670807,0.8115366049010848,0.1066167598180578,0.0070198296292731,0.0346988555195679,0.8427746995843527,0.1459294116465363,0.0041830597174413,0.0609186898198746,0.750787928020812,0.1828742600157615,0.0054788472157422,0.0665583308901533,0.7309055580721795,0.2617395087288566,0.0107978608202519,0.0319185135872036,0.6283704760634515,0.2621888577538637,0.0154226395937393,0.0368356374288727,101745.64864864864,99706.22972972972,4064.216216216216,2.9877373070732967,2.229242434372773,0.0016438471950489,0.0007920279158011,0.0015269419527612,28.364507618286865,2.2270637569899123,28.161790631417936,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,5,ringing_L5,"{""keep_fraction"": 0.45}",script26a_restored_original_range,74,0.8868607792973088,0.0755288030391053,0.0092903826045361,0.0309196095490687,0.804244329505013,0.1127847091947781,0.0143121050253448,0.0432791859648423,0.8357990540514479,0.150738736657493,0.0111587052503461,0.0699332571931523,0.7414963374687723,0.1866408403926375,0.0147704377677819,0.0758711312214195,0.7196742505930153,0.2602331132656207,0.0220291682994161,0.0375356071769497,0.6132352880924791,0.2594331485419936,0.0305578275647117,0.0451561395546354,103405.2027027027,99706.22972972972,5723.77027027027,2.9925956607267663,2.223974702200173,0.0025125493795368,0.001152000098839,0.0023458391660824,26.48085800313618,2.143540977043318,26.29702096012185,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,6,ringing_L6,"{""keep_fraction"": 0.35}",script29a_saved_normalized_01,74,0.8708644058709275,0.0991635199486591,0.0252867560309174,0.0596654581070411,0.7831129938695864,0.1376712773807606,0.0354434406607713,0.0730690903925703,0.8217403799254963,0.1598300333246293,0.0252173793762978,0.081836199517504,0.7230752137832053,0.1940051234603992,0.033191561453349,0.0888253646020274,0.6971865131643082,0.2589591191045328,0.0445169057281232,0.0503193093125369,0.5844276972916351,0.2556456917660191,0.0593654183655558,0.0618326190893985,106400.22972972972,99706.22972972972,8718.797297297297,2.990528055114319,2.1523468340621204,0.0038155231117884,0.0016443759833951,0.0035844953963533,24.618626109836907,2.041100337098974,24.45572423990214,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,7,ringing_L7,"{""keep_fraction"": 0.25}",script29a_saved_normalized_01,74,0.8349622187997657,0.1454591882532138,0.061188943102079,0.1085774175319857,0.7385756999095389,0.1797921002845954,0.079980734620819,0.1202404622860078,0.7855041056296252,0.1794452691345878,0.0614536536721689,0.1104364763653121,0.677059719137329,0.2103859022682971,0.0792070560992252,0.1202341162763874,0.6535563351972643,0.2588200837654403,0.0881470836951671,0.0826535393654071,0.5319290307098582,0.249244554521773,0.1118640849473326,0.0927858660773894,114243.75675675676,99706.22972972972,16562.324324324323,3.0135682650363527,2.148366672188245,0.006202564838679,0.0024189272203088,0.0059572791215032,22.444597285559983,1.9011963828432008,22.249520510538822,296,74,False,False,False
ringing,Fourier truncation / frequency-domain ringing-like degradation,8,ringing_L8,"{""keep_fraction"": 0.15}",script29a_saved_normalized_01,74,0.7483097548778875,0.2034334167037338,0.1478414070239573,0.1663084254570523,0.6333166637865151,0.2233193666164304,0.1852397707438428,0.1700359728633318,0.6930417245693338,0.2279980284145452,0.1539160347324604,0.1865740248959451,0.5709185889156735,0.2387499902994435,0.1853481863208807,0.1885871647045618,0.561429720677585,0.2570346636877634,0.1802736982148464,0.1382609249984707,0.430475967980895,0.2312337571044428,0.2133171476762959,0.1425059707814596,137930.66216216216,99706.22972972972,40249.22972972973,2.982863915605924,2.1429482019581907,0.0114457473899017,0.0040174772252394,0.0111910286359488,19.725248926564987,1.7559783449756063,19.5112999355344,296,74,True,True,True
ringing,Fourier truncation / frequency-domain ringing-like degradation,9,ringing_L9,"{""keep_fraction"": 0.1}",script29a_saved_normalized_01,74,0.652253251772434,0.2253042930966316,0.2438979101294109,0.1908779210647631,0.521153671812427,0.2282018856200184,0.2974027627179309,0.1845463080061427,0.5987860620186524,0.2401470082070941,0.2481716972831418,0.2101979338075346,0.4654746671181916,0.2284947967727486,0.2907921081183626,0.2016757869407364,0.4898482436220444,0.2432032933082787,0.2518551752703868,0.1576222671201105,0.3563654398316642,0.2037902277976536,0.2874276758255266,0.1608230543962703,173417.4189189189,99706.22972972972,75735.98648648648,3.045450038729689,2.145688444174625,0.0164421112677774,0.0055026714218066,0.0158884357661008,18.11629136447112,1.6377634072899698,17.98919064239189,296,74,True,True,True
ringing,Fourier truncation / frequency-domain ringing-like degradation,10,ringing_L10,"{""keep_fraction"": 0.05}",script29a_saved_normalized_01,74,0.451236200981152,0.2274648603747275,0.4449149609206928,0.2040135533506289,0.3203244994460381,0.2023741447317417,0.4982319350843197,0.1822548249667628,0.3664185257089665,0.2358537286798221,0.4805392335928277,0.2418961751701989,0.2520753826984256,0.1974079265532267,0.5041913925381286,0.2288096352847674,0.3144336540672819,0.2213133113887105,0.4272697648251494,0.2089778398445446,0.2076307086028589,0.1641270075032767,0.4361624070543319,0.2046089484323514,297694.6081081081,99706.22972972972,200013.17567567568,2.9870178629014945,2.1509427824183494,0.0276325588929466,0.0086294112385305,0.0266029657796025,15.815587268291704,1.4683004912547737,15.750702707868498,296,74,True,True,True
