artifact,report_artifact,level,condition,parameters,degradation_pipeline,num_patients,dice_WT_mean,dice_WT_sd,dice_WT_drop_mean,dice_WT_drop_sd,iou_WT_mean,iou_WT_sd,iou_WT_drop_mean,iou_WT_drop_sd,dice_TC_mean,dice_TC_sd,dice_TC_drop_mean,dice_TC_drop_sd,iou_TC_mean,iou_TC_sd,iou_TC_drop_mean,iou_TC_drop_sd,dice_ET_mean,dice_ET_sd,dice_ET_drop_mean,dice_ET_drop_sd,iou_ET_mean,iou_ET_sd,iou_ET_drop_mean,iou_ET_drop_sd,pred_WT_voxels_mean,true_WT_voxels_mean,pred_WT_voxels_change_mean,inference_seconds_mean,degradation_seconds_mean
noise,Gaussian noise,4,noise_L4,"{""std"": 0.08}",script26a_restored_original_range,74,0.8861459453228601,0.07624997340359406,0.010005216578984734,0.024522779739260595,0.802923733363764,0.10966740230024088,0.0156327011665939,0.036161305558553895,0.8443969040315944,0.14514392618138608,0.002560855270199732,0.03390131378745555,0.7530271258128836,0.18195196393176824,0.003239649423670735,0.03932684686992626,0.7373030128258836,0.25897421214762556,0.004400406066547798,0.030812563346616192,0.6352719777970484,0.25813570583794904,0.008521137860142405,0.030412271704840003,91047.37837837837,99706.22972972973,-6634.054054054054,2.7988730284158847,1.4260101554713942
noise,Gaussian noise,5,noise_L5,"{""std"": 0.1}",script26a_restored_original_range,74,0.8753283075858026,0.08522914929824033,0.020822854316042354,0.03559235625663307,0.7871584662892698,0.1193442664730545,0.03139796824108799,0.050283390556704013,0.8412916898174273,0.1488598277363319,0.005666069484366881,0.03430818192853973,0.7490535874689489,0.1834652039870241,0.0072131877676053615,0.03644859771158822,0.7338480112522873,0.25912326820844067,0.007855407640144169,0.0454033169304414,0.6304722008165178,0.2561741190455936,0.01332091484067314,0.044240925632928,87843.48648648648,99706.22972972973,-9837.945945945947,2.7976553612766235,1.4214632572555863
noise,Gaussian noise,6,noise_L6,"{""std"": 0.15}",script29a_saved_normalized_01,74,0.8185873481954414,0.11890524064697809,0.07756381370640343,0.07053230010584731,0.7077146104315515,0.15056529333632962,0.11084182409880632,0.0872546386558588,0.8305754057422323,0.14900984427606462,0.016382353559561733,0.04053065924542423,0.732523480360827,0.17969374218930145,0.023743294875727215,0.04201516978135343,0.7174849609288031,0.2573559189841031,0.024218457963628266,0.06871524638361108,0.6081790757592527,0.25001256233958835,0.03561403989793812,0.07413711038530912,77209.7027027027,99706.22972972973,-20471.72972972973,2.7763131309703395,1.2654177647184681
noise,Gaussian noise,7,noise_L7,"{""std"": 0.2}",script29a_saved_normalized_01,74,0.7270331053565005,0.18132567373589575,0.16911805654534454,0.13700429056624597,0.5980090490967097,0.19374757718013055,0.22054738543364807,0.13825437125472012,0.7882468499466145,0.18098804992076872,0.05871090935517959,0.08547864429112527,0.6801856245550884,0.204286382141964,0.07608115068146584,0.08356925047185773,0.6786418772898507,0.26331005909183863,0.06306154160258068,0.10621988023836715,0.5617112858581668,0.24791628527836324,0.0820818297990241,0.10935631067729883,65543.45945945945,99706.22972972973,-32137.972972972973,2.8132940259686596,1.261575325115307
noise,Gaussian noise,8,noise_L8,"{""std"": 0.3}",script29a_saved_normalized_01,74,0.46793435285786794,0.252574526939586,0.42821680904397696,0.22476917971435909,0.339377615197781,0.21075132565648186,0.479178819332577,0.1831082965275206,0.5978385432261166,0.29384910796803915,0.24911921607567744,0.23010477303034313,0.4821836087915475,0.27344403532897227,0.27408316644500674,0.19647486350854185,0.5175184686928369,0.2797256065101972,0.22418495019959445,0.25048242037681706,0.39377942301167923,0.24362600208162727,0.2500136926455116,0.2398407484057199,38245.75675675676,99706.22972972973,-59435.67567567567,2.7939510254843816,1.2645343366657962
noise,Gaussian noise,9,noise_L9,"{""std"": 0.4}",script29a_saved_normalized_01,74,0.1747601447975622,0.17738813503920636,0.7213910171042828,0.1695284601699964,0.10692171009415398,0.11731696742540039,0.711634724436204,0.1320568192995139,0.27652598585368937,0.28304452736107866,0.5704317734481048,0.25430908057470797,0.19604989138926499,0.22167696790172392,0.5602168838472894,0.20744167364490798,0.24050883230285766,0.2614230489740224,0.5011945865895736,0.36154906555677113,0.16759398964769215,0.21589609770384874,0.47619912600949876,0.34024925911864884,12537.864864864865,99706.22972972973,-85143.56756756757,2.8309284758728905,1.2711330512790262
noise,Gaussian noise,10,noise_L10,"{""std"": 0.5}",script29a_saved_normalized_01,74,0.0224415444713569,0.06285165019345249,0.8737096174304879,0.08977678339074774,0.012550931799864313,0.03852185451865333,0.8060055027304937,0.10843624485568981,0.04501447548578396,0.11505184556069217,0.8019432838160102,0.16063756317687064,0.027275160488795292,0.07343448005486343,0.728991614747759,0.17714240091397718,0.10051922840958423,0.25869108574017086,0.6411841904828472,0.47873675524302345,0.08663011639956944,0.2531295723442348,0.5571629992576215,0.46593146720607587,2063.9594594594596,99706.22972972973,-95617.47297297297,2.8142247001917378,1.2981590788207344
contrast,Contrast reduction,1,contrast_L1,"{""factor"": 0.9}",script26a_restored_original_range,74,0.895793138747133,0.06827240685263501,0.000358023154711865,0.01437643461979453,0.8174686151946233,0.10245447995082821,0.0010878193357346275,0.02038303360950456,0.8464851259085058,0.14471696383021548,0.0004726333932882159,0.04289081561411786,0.756230981830593,0.1827606105156708,3.579340596118602e-05,0.04864206132361419,0.7402824645264277,0.26408507278935095,0.0014209543660038877,0.02201649874808299,0.641690471969929,0.26564447580662653,0.0021026436872618693,0.02538427307987848,99518.32432432432,99706.22972972973,1836.8918918918919,2.906319948970466,0.9658617343803918
contrast,Contrast reduction,2,contrast_L2,"{""factor"": 0.75}",script26a_restored_original_range,74,0.8958009915228315,0.06826566749507247,0.0003501703790132857,0.014378350257557418,0.8174803770494906,0.10244550741621195,0.001076057480867399,0.020384542852616597,0.84649250444858,0.1447128323203704,0.0004652548532140645,0.04288666407683411,0.75624110018741,0.18275641314358695,2.567504914430102e-05,0.04864052208710057,0.7402860397719203,0.2640874942467569,0.0014173791205111662,0.022032869953067816,0.6416958627255751,0.2656452047987363,0.0020972529316157966,0.02540152495807807,99518.5945945946,99706.22972972973,1837.162162162162,2.8977927319655143,0.9762787017216151
contrast,Contrast reduction,3,contrast_L3,"{""factor"": 0.6}",script26a_restored_original_range,74,0.8957997353051607,0.06826515054493379,0.00035142659668406257,0.014378303447321111,0.8174781946379176,0.10244436601561005,0.0010782398924401844,0.02038500347063765,0.8464901365725053,0.1447251346036581,0.00046762272928886666,0.04291425242044462,0.7562409744025862,0.18276946717995404,2.5800833967910494e-05,0.04866039176743963,0.7402833425020846,0.26408795132504054,0.0014200763903468342,0.0220221032865594,0.6416930449248778,0.26564854979367086,0.0021000707323131406,0.025388245035674967,99518.45945945945,99706.22972972973,1837.027027027027,2.9001243833855197,0.9747032338652659
contrast,Contrast reduction,4,contrast_L4,"{""factor"": 0.45}",script26a_restored_original_range,74,0.8957952761046146,0.0682679066381635,0.00035588579723027004,0.014380894600039329,0.8174713635742399,0.10244855669203415,0.0010850709561180116,0.0203897743044,0.846486632549512,0.14472564814539593,0.0004711267522820396,0.042912556814472744,0.7562356393573118,0.18276871643784862,3.113587924250283e-05,0.048660659172487304,0.7402846181128345,0.26408503939692674,0.0014188007795969066,0.02202227763040052,0.6416934310713253,0.2656453627694547,0.00209968458586559,0.02539289841471987,99519.08108108108,99706.22972972973,1837.6486486486488,2.9161760758709265,0.9678237621445913
contrast,Contrast reduction,5,contrast_L5,"{""factor"": 0.3}",script26a_restored_original_range,74,0.8957971495555109,0.0682677508948571,0.00035401234633404517,0.014383062855414191,0.8174743961919573,0.10244807527730025,0.001082038338400772,0.020392659246855693,0.8464871241762173,0.14472341607651015,0.0004706351255766595,0.04291348054904324,0.7562356487744527,0.18276561103076114,3.112646210158141e-05,0.04865958828881656,0.7402779446594056,0.2640854595314325,0.0014254742330258327,0.022024261718016344,0.6416847091061134,0.2656448913054085,0.002108406551077343,0.025397551238755305,99518.78378378379,99706.22972972973,1837.3513513513512,2.9186333295561977,0.9704025987586057
contrast,Contrast reduction,6,contrast_L6,"{""factor"": 0.2}",script29a_saved_normalized_01,74,0.8957969063550049,0.06826746025453889,0.0003542555468398872,0.01438195322527265,0.817473873098255,0.10244649865686867,0.0010825614321028684,0.02039106320158359,0.8464881628148643,0.14471567217567616,0.0004695964869297623,0.04289698790200271,0.7562352123244985,0.18275887009010558,3.156291205563897e-05,0.04864823798572498,0.7402829141571241,0.26408628658531563,0.001420504735307389,0.022037488547320423,0.6416918684506789,0.26564757427714547,0.002101247206512022,0.025413799229611685,99519.1081081081,99706.22972972973,1837.6756756756756,2.8915699515995144,0.7205586674799388
contrast,Contrast reduction,7,contrast_L7,"{""factor"": 0.15}",script29a_saved_normalized_01,74,0.8957942924226395,0.06827128189725327,0.0003568694792054365,0.014382078628913057,0.8174702981010284,0.10245271304180663,0.0010861364293294551,0.02039153902040961,0.8464848046905703,0.14472262972053876,0.00047295461122379373,0.042903121663647355,0.7562320398397971,0.18276589749919347,3.473539675704659e-05,0.04865159786317185,0.7402781732105621,0.2640872508715193,0.0014252456818692491,0.022024245216858536,0.6416859420283991,0.26564756490027985,0.002107173628791738,0.02538943142977596,99518.75675675676,99706.22972972973,1837.3243243243244,2.852078686720012,0.7158649396151304
contrast,Contrast reduction,8,contrast_L8,"{""factor"": 0.1}",script29a_saved_normalized_01,74,0.8957963437495627,0.06826787874274137,0.00035481815228212535,0.01437829151800575,0.8174730427832984,0.10244747736510573,0.001083391747059585,0.020385602757938364,0.846485416348193,0.14472077746465653,0.0004723429536010152,0.04290434591116401,0.7562325377056517,0.18276468616818017,3.423753090261544e-05,0.04865235976544992,0.7402757619479455,0.26408373196860113,0.0014276569444858591,0.02203067207723175,0.6416808506801808,0.26564148923557274,0.00211226497701012,0.025397770715298053,99518.7972972973,99706.22972972973,1837.3648648648648,2.8612017550983944,0.7192142223435882
contrast,Contrast reduction,9,contrast_L9,"{""factor"": 0.05}",script29a_saved_normalized_01,74,0.895794426868066,0.06826852948717033,0.00035673503377895555,0.014379848641069063,0.8174701053032112,0.1024499514151644,0.001086329227146823,0.020386297614700684,0.8464878982966189,0.14471756140567835,0.00046986100517521244,0.04288078197685354,0.7562354644168799,0.18276173569453175,3.1310819674242756e-05,0.04863157166189086,0.7402791074425719,0.2640844357727834,0.0014243114498594383,0.022019106710348554,0.6416857047043625,0.2656432198717187,0.0021074109528284577,0.025383589703243763,99519.0945945946,99706.22972972973,1837.662162162162,2.8499122944635316,0.712922575732542
contrast,Contrast reduction,10,contrast_L10,"{""factor"": 0.02}",script29a_saved_normalized_01,74,0.8957954510260382,0.06826859991896561,0.0003557108758067725,0.014381667856862772,0.8174717844214715,0.10244976737068465,0.0010846501088864321,0.02039003136708142,0.8464883906973147,0.14471875177081162,0.0004693686044792565,0.04290355117671256,0.7562363779248026,0.18276160478045492,3.0397311751747116e-05,0.048651603310942065,0.7402759966499368,0.2640836292665574,0.0014274222424946424,0.02203079549767201,0.6416813119557755,0.2656426717877692,0.002111803701415503,0.025402291302331837,99518.7027027027,99706.22972972973,1837.2702702702702,2.8832144193300926,0.717979930920174
ringing,Fourier truncation / frequency-domain ringing-like degradation,1,ringing_L1,"{""keep_fraction"": 0.85}",script26a_restored_original_range,74,0.895619620367657,0.06784770590203539,0.0005315415341879283,0.016728195888874958,0.8171325011213777,0.10221164666242208,0.0014239334089802187,0.02346690913084782,0.8474691912308974,0.1431621925447581,-0.0005114319291032724,0.047475679886734706,0.7572892424060719,0.1811381570314376,-0.0010224671695176415,0.052959371640775306,0.7402236997604189,0.2634031502536891,0.0014797191320124609,0.025547586170541724,0.6413085855107499,0.26486692544615836,0.00248453014644099,0.028787167371893414,99770.66216216216,99706.22972972973,2089.2297297297296,3.000891612565799,2.260722413004653
ringing,Fourier truncation / frequency-domain ringing-like degradation,2,ringing_L2,"{""keep_fraction"": 0.75}",script26a_restored_original_range,74,0.8950919347755893,0.06812156295533661,0.001059227126255526,0.018731306567461473,0.8163231119091426,0.10273793079500634,0.0022333226212152115,0.026346996343165213,0.8471540259811423,0.14299120520584074,-0.00019626667934810079,0.05094440340161209,0.7567273092027892,0.18070714828253653,-0.00046053396623490085,0.056398860991482634,0.7389982353975288,0.2629772926405553,0.0027051834949026327,0.027061324983664134,0.6394945601196956,0.2642273256627126,0.00429855553749515,0.030564245217189152,100152.12162162163,99706.22972972973,2470.689189189189,2.9958201553169133,2.241264700537195
