condition,artifact,level,num_test_patients,clean_dice_WT,degraded_dice_WT,drop_dice_WT,clean_iou_WT,degraded_iou_WT,drop_iou_WT,clean_dice_TC,degraded_dice_TC,drop_dice_TC,clean_iou_TC,degraded_iou_TC,drop_iou_TC,clean_dice_ET,degraded_dice_ET,drop_dice_ET,clean_iou_ET,degraded_iou_ET,drop_iou_ET,clean_dice_class_1,degraded_dice_class_1,drop_dice_class_1,clean_iou_class_1,degraded_iou_class_1,drop_iou_class_1,clean_dice_class_2,degraded_dice_class_2,drop_dice_class_2,clean_iou_class_2,degraded_iou_class_2,drop_iou_class_2,clean_dice_class_3,degraded_dice_class_3,drop_dice_class_3,clean_iou_class_3,degraded_iou_class_3,drop_iou_class_3,clean_pred_WT_voxels,degraded_pred_WT_voxels,clean_true_WT_voxels,degraded_true_WT_voxels
ghosting_L1,ghosting,1,74,0.9124602001608301,0.9175459716167927,-0.005085771455962673,0.8461928394606912,0.8535315691976573,-0.007338729736966032,0.8844378949401662,0.886979212874633,-0.002541317934466769,0.8086667324639445,0.8118574068032539,-0.0031906743393094184,0.8185845341459236,0.818007533951235,0.0005770001946885372,0.7283002312497782,0.7287798505819152,-0.0004796193321370268,0.7224772044649299,0.7203808321818392,0.002096372283090675,0.60882404700863,0.6076916541580237,0.0011323928506062897,0.7914856105416951,0.7975382797895901,-0.006052669247895048,0.6843923936650834,0.6915815519767714,-0.007189158311687982,0.8185845341459236,0.818007533951235,0.0005770001946885372,0.7283002312497782,0.7287798505819152,-0.0004796193321370268,93225.24324324324,95625.98648648648,99706.22972972973,99706.22972972973
ghosting_L2,ghosting,2,74,0.9124602001608301,0.9157522721906027,-0.0032920720297726636,0.8461928394606912,0.8500015558125051,-0.003808716351813901,0.8844378949401662,0.8882876145045087,-0.0038497195643424353,0.8086667324639445,0.8134535631072605,-0.004786830643315976,0.8185845341459236,0.8175893743455571,0.000995159800366463,0.7283002312497782,0.7285226208494473,-0.00022238959966913718,0.7224772044649299,0.7207711093577691,0.0017060951071607988,0.60882404700863,0.6073536132759193,0.0014704337327107186,0.7914856105416951,0.7945757514024555,-0.0030901408607604264,0.6843923936650834,0.6867656024122382,-0.0023732087471547425,0.8185845341459236,0.8175893743455571,0.000995159800366463,0.7283002312497782,0.7285226208494473,-0.00022238959966913718,93225.24324324324,97173.97297297297,99706.22972972973,99706.22972972973
ghosting_L3,ghosting,3,74,0.9124602001608301,0.9087184602659087,0.0037417398949213254,0.8461928394606912,0.8375886551651033,0.008604184295587958,0.8844378949401662,0.8876569407475812,-0.003219045807414944,0.8086667324639445,0.8122255808066554,-0.0035588483427109185,0.8185845341459236,0.8266249762350237,-0.008040442089100153,0.7283002312497782,0.7366373897498523,-0.008337158500074104,0.7224772044649299,0.7190857141306676,0.003391490334262337,0.60882404700863,0.6046701355641158,0.004153911444514269,0.7914856105416951,0.7816466703962208,0.009838940145474262,0.6843923936650834,0.6689133934103607,0.015479000254722708,0.8185845341459236,0.8266249762350237,-0.008040442089100153,0.7283002312497782,0.7366373897498523,-0.008337158500074104,93225.24324324324,99134.55405405405,99706.22972972973,99706.22972972973
ghosting_L4,ghosting,4,74,0.9124602001608301,0.8919904407547026,0.020469759406127497,0.8461928394606912,0.8103178444314919,0.03587499502919933,0.8844378949401662,0.8836264776975634,0.0008114172426028077,0.8086667324639445,0.8060166149831581,0.0026501174807863626,0.8185845341459236,0.8309211667500191,-0.012336632604095565,0.7283002312497782,0.7386834195566258,-0.01038318830684759,0.7224772044649299,0.7145042334550558,0.007972971009874152,0.60882404700863,0.5980438125204923,0.010780234488137697,0.7914856105416951,0.7537057323126855,0.037779878229009634,0.6843923936650834,0.6329175926202948,0.05147480104478863,0.8185845341459236,0.8309211667500191,-0.012336632604095565,0.7283002312497782,0.7386834195566258,-0.01038318830684759,93225.24324324324,102339.44594594595,99706.22972972973,99706.22972972973
ghosting_L5,ghosting,5,74,0.9124602001608301,0.8603073097673931,0.05215289039343696,0.8461928394606912,0.7619667409342026,0.08422609852648866,0.8844378949401662,0.8710838134044268,0.01335408153573947,0.8086667324639445,0.7892834007756717,0.019383331688272776,0.8185845341459236,0.801636207504886,0.016948326641037625,0.7283002312497782,0.704963379640409,0.023336851609369158,0.7224772044649299,0.6967552787630117,0.025721925701918225,0.60882404700863,0.5771694996504056,0.03165454735822437,0.7914856105416951,0.7053029224945053,0.08618268804718976,0.6843923936650834,0.5740178889331804,0.11037450473190302,0.8185845341459236,0.801636207504886,0.016948326641037625,0.7283002312497782,0.704963379640409,0.023336851609369158,93225.24324324324,108284.27027027027,99706.22972972973,99706.22972972973
noise_L1,noise,1,74,0.9124602001608301,0.9162021965489728,-0.0037419963881427654,0.8461928394606912,0.8515803438450478,-0.005387504384356534,0.8844378949401662,0.8854092610952445,-0.0009713661550783126,0.8086667324639445,0.8096979183273385,-0.001031185863394013,0.8185845341459236,0.8164943017001602,0.0020902324457633403,0.7283002312497782,0.7262425440800454,0.002057687169732758,0.7224772044649299,0.7188655527578732,0.0036116517070566845,0.60882404700863,0.6061129944371448,0.002711052571485184,0.7914856105416951,0.7955563926636676,-0.004070782121972538,0.6843923936650834,0.6892385494303696,-0.004846155765286131,0.8185845341459236,0.8164943017001602,0.0020902324457633403,0.7283002312497782,0.7262425440800454,0.002057687169732758,93225.24324324324,94446.47297297297,99706.22972972973,99706.22972972973
noise_L2,noise,2,74,0.9124602001608301,0.9157511462599313,-0.0032909460991011885,0.8461928394606912,0.8507897840884622,-0.004596944627770938,0.8844378949401662,0.8845463420004023,-0.00010844706023604989,0.8086667324639445,0.8081830343525642,0.00048369811138027075,0.8185845341459236,0.8141444379262932,0.004440096219630374,0.7283002312497782,0.7231402571968327,0.005159974052945437,0.7224772044649299,0.7159827793290751,0.006494425135854853,0.60882404700863,0.6030245774302632,0.005799469578366856,0.7914856105416951,0.7943131028321614,-0.0028274922904663047,0.6843923936650834,0.6873933262215272,-0.003000932556443736,0.8185845341459236,0.8141444379262932,0.004440096219630374,0.7283002312497782,0.7231402571968327,0.005159974052945437,93225.24324324324,94408.81081081081,99706.22972972973,99706.22972972973
noise_L3,noise,3,74,0.9124602001608301,0.9148504330852584,-0.002390232924428304,0.8461928394606912,0.8492158672599193,-0.0030230277992280286,0.8844378949401662,0.8828456511605701,0.001592243779596103,0.8086667324639445,0.8054236340116752,0.003243098452269333,0.8185845341459236,0.797899896829622,0.020684637316301546,0.7283002312497782,0.7056327280593098,0.022667503190468397,0.7224772044649299,0.7115715843327328,0.010905620132197091,0.60882404700863,0.5985701875117594,0.010253859496870632,0.7914856105416951,0.7922389357774983,-0.0007533252358031817,0.6843923936650834,0.6843789554941486,1.3438170934798599e-05,0.8185845341459236,0.797899896829622,0.020684637316301546,0.7283002312497782,0.7056327280593098,0.022667503190468397,93225.24324324324,94238.97297297297,99706.22972972973,99706.22972972973
noise_L4,noise,4,74,0.9124602001608301,0.9135228781102582,-0.001062677949428159,0.8461928394606912,0.8470320657304691,-0.0008392262697778374,0.8844378949401662,0.8810147107844586,0.003423184155707637,0.8086667324639445,0.8024799508281621,0.006186781635782346,0.8185845341459236,0.8077444308915527,0.010840103254370903,0.7283002312497782,0.7142866353537962,0.014013595895981945,0.7224772044649299,0.7053947292358501,0.017082475229079797,0.60882404700863,0.591294048441325,0.017529998567304972,0.7914856105416951,0.7892033841002656,0.0022822264414295024,0.6843923936650834,0.68011772165229,0.004274672012793412,0.8185845341459236,0.8077444308915527,0.010840103254370903,0.7283002312497782,0.7142866353537962,0.014013595895981945,93225.24324324324,93928.97297297297,99706.22972972973,99706.22972972973
noise_L5,noise,5,74,0.9124602001608301,0.9119193062487401,0.0005408939120900014,0.8461928394606912,0.8444074568174025,0.0017853826432887576,0.8844378949401662,0.8792008915895833,0.005237003350582969,0.8086667324639445,0.7998195136307417,0.00884721883320283,0.8185845341459236,0.8041269525091931,0.014457581636730499,0.7283002312497782,0.7093750809339344,0.018925150315843742,0.7224772044649299,0.7006153432898412,0.021861861175088704,0.60882404700863,0.5852463123707954,0.023577734637834635,0.7914856105416951,0.7860861894024262,0.005399421139268834,0.6843923936650834,0.6757969747321898,0.008595418932893617,0.8185845341459236,0.8041269525091931,0.014457581636730499,0.7283002312497782,0.7093750809339344,0.018925150315843742,93225.24324324324,93548.17567567568,99706.22972972973,99706.22972972973
